working_index0,csv_row_index0,x,y,rx_time,selected_receivers,official_error_m,rssfit_stable_error_m,rssfit_prior_default_error_m,official_x,official_y,rssfit_x,rssfit_y
21174,49679,598716.3679916086,5675932.658076362,2019-01-22T16:33:59.530149856+01:00,14;9;20;4,709.0491132546213,4166.33549611367,4165.778575910556,598754.4664585721,5675224.633252064,602766.4077790694,5674955.14634438
29336,69065,596910.7483330029,5673671.67484477,2019-01-18T07:48:26.193598357+01:00,18;27;32,704.9853860802326,2621.5206067142717,2621.17069953067,597611.6862575908,5673596.239969141,599411.8293142046,5674457.14554244
1978,4514,601333.3300714497,5673479.526048324,2019-01-21T07:57:06.77079422+01:00,17;70;7,354.078087461841,4493.604254205797,4501.437961224993,601021.2844869816,5673646.854603074,603603.4774642617,5677357.5294016395
29467,69408,600515.0365852948,5676080.885155232,2019-01-08T16:56:23.609+01:00,11;7;37,1419.4760889081265,3227.73032951688,3227.73032951688,601652.023473233,5676930.692888568,603047.6016411873,5678081.974188172
43465,102738,599116.4230651697,5672358.396014244,2019-01-18T13:47:53.295+01:00,10;2;69;1,165.505977653628,742.7835670115821,742.2247733572341,599228.1983262065,5672480.455506539,599042.1893301286,5673097.460815195
1648,3765,597365.2266744882,5673686.638558804,2019-01-10T09:55:00.722+01:00,27;18;69;25,436.0979729737097,3232.015791101865,3231.796586063635,597625.2728176476,5673336.55650348,599828.1413361119,5675779.478123484
32758,77306,599091.3464801752,5674620.991065971,2019-01-04T10:09:34.761+01:00,9;69;18;32;2;27;12;4,678.6396872511582,2498.424040960224,2498.3228184694353,598566.0879210208,5674191.275728628,601388.2173023162,5675604.102003172
26627,62711,599373.7989718083,5676925.189136039,2019-01-22T11:38:06.600131924+01:00,11;14;5;4,1447.4137048882376,4394.453367030912,4394.537057939736,600680.4286816117,5677547.865002407,603452.291245123,5678561.380191973
46982,110931,598901.9937450042,5674777.744853842,2019-01-16T09:44:37.469620931+01:00,14;27;12,373.9731413761351,3737.1946716446087,3737.389188651313,598683.8108755704,5675081.475237499,602627.7775315768,5675069.565328589
22761,53518,599113.8096552225,5672364.286528161,2019-01-20T19:53:37.690+01:00,10;2;69,155.25660606768452,683.8218602189306,683.1562435004973,599210.907911331,5672485.433308507,598949.3341157656,5673028.033568406
43036,101694,599131.940439564,5672407.496080229,2019-01-04T17:06:06.475+01:00,10;2;69;1,107.23227552437153,729.5772155117736,728.8429888997773,599208.1228374257,5672482.961325012,598887.8785516759,5673095.040048477
4914,11333,599114.360258203,5672366.843271142,2019-01-21T11:04:57.717+01:00,10;2;69;1,164.98513114591833,928.159927752733,927.818935308444,599234.8820676362,5672479.513528753,599262.8501019083,5673283.048279752
25896,61018,598275.0244327948,5676474.9962655315,2019-01-18T11:54:48.857367261+01:00,5;6;9;14;20;4;11;32,968.7811613784712,4671.821887259912,4671.873997347314,598011.6944059724,5677407.302135735,602860.7448917511,5677367.793901388
33844,79846,599116.4733292416,5672359.245690323,2019-01-18T16:22:21.243+01:00,10;2;1;69,234.56409589822167,660.4391602939315,660.6155608055548,599322.1128293502,5672472.0850056335,599602.8745171926,5672806.004874683
9973,23300,598565.6599656915,5676211.53178889,2019-01-17T11:05:05.669253516+01:00,14;71;32;5;9;6;4,12983.07534183044,2971.4793065937038,2971.2581986091045,593222.7714966778,5664378.7895818055,601449.8768378434,5675496.701526584
20871,48955,594526.6949734597,5675143.405970803,2019-02-04T16:47:40.867744982+01:00,15;19;34,1188.3595996338902,2660.3987308870965,2660.5059491547195,593698.0236571016,5674291.641691506,594983.6749915942,5672522.549112764
34653,81662,597915.2210018116,5676317.894862418,2019-02-01T14:02:20.297425635+01:00,5;14;6;20;9;32,884.7835469811422,4987.278234772973,4987.35280028119,597475.8847076539,5677085.895868696,602823.3065768571,5677203.129395788
48923,115414,598374.7227829921,5674706.929109437,2019-01-23T17:03:26.305115538+01:00,14;32;27,329.702225610327,3699.032370129075,3699.0233023333026,598234.0374176806,5675005.108896746,602073.6559051836,5674679.832378698
10523,24586,597894.6944620165,5674216.11222864,2019-01-14T09:00:31.776+01:00,27;69;32,656.6468085715326,5131.543012715124,5131.5418644457795,597934.7653860684,5673560.68919559,601582.7473722845,5677784.164837895
1324,3026,599105.0358448916,5674705.701947511,2019-02-05T10:41:03.296+01:00,14;69;18;32;12;27,1094.3742263661356,2020.3798247769626,2020.53179467134,598238.6596023923,5674037.086098337,600923.0752785901,5675586.98921843
20349,47768,599554.4680625551,5674359.638241043,2019-01-26T08:55:16.284+01:00,17;70;1;11;7;12;2,1625.2751543631948,4955.397806583749,4957.21582282762,601155.6478896763,5674080.814840644,603319.8888537256,5677581.062411642
22777,53550,597995.9297950049,5676113.20048038,2019-01-09T10:25:06.715717328+01:00,14;5;6;9,193.04751308050567,4931.019213340391,4931.036576969973,598136.3037912998,5676245.724000824,602926.7119873312,5676161.547705432
49199,116085,598510.8732716276,5676782.084865373,2019-01-02T10:44:24.725473205+01:00,14;20;32,1602.383214080385,4596.024143711046,4594.916482670519,598592.0333333333,5675181.758333333,602512.2149539598,5674520.956237717
5251,12179,599133.4560888187,5672406.676625976,2019-01-06T16:31:02.801+01:00,10;2;69,108.25249846597984,669.2447272906926,668.5724505563713,599206.480144961,5672486.589645245,598961.7938174745,5673053.530991041
45840,108259,599135.4983322988,5672411.383926825,2019-01-06T17:52:39.496+01:00,10;2;69,97.72233023109496,737.9791799250013,737.2301398412716,599199.4725453047,5672485.255124839,598872.1808677893,5673100.787424703
46138,108947,599112.6932304603,5672363.416279513,2019-01-22T07:07:44.291+01:00,10;2;69,155.76840861215237,752.782726680561,752.4193182691553,599194.3862333111,5672496.043766886,599213.3344219533,5673109.441201459
13808,32191,598399.3007234636,5675206.015071639,2019-01-25T14:54:55.48851603+01:00,14;9;20;32;27,300.0300292600253,4374.72966070817,4374.438829813801,598695.2412905921,5675156.647074055,602748.38832617,5674733.049292469
41207,97374,597101.9430732748,5674365.703120455,2019-01-03T07:37:17.134099933+01:00,23;19;15;20,3164.1204074359184,2089.8584864495706,2089.794288761064,594093.0803910898,5673386.722368598,595994.3770868906,5672593.471171982
52140,122941,599136.1144164543,5672410.547111316,2019-01-09T06:24:00.729+01:00,10;2;69;1;11;7,124.82612444766278,633.7673969564843,633.1288817566002,599225.801174759,5672497.367884921,599002.5352447006,5673030.077351351
9190,21439,599136.0573363156,5672389.328351632,2019-01-17T09:49:20.236+01:00,10;2;69,280.307572337018,1537.0803649098414,1537.5760859947293,599393.7962957371,5672499.523469063,600571.6042572994,5671839.945893006
6630,15391,599151.1687241006,5672395.560976848,2019-01-15T13:06:22.864+01:00,10;2;69,162.5985337303803,913.3283286488032,913.7512443249233,599270.1932588222,5672506.337523579,600039.622229285,5672607.265972155
48517,114517,598413.6064123684,5673641.276616363,2019-01-31T19:00:21.395+01:00,69;18;14;27,547.7422422892826,3528.6853691029655,3528.8103428295635,598098.606217475,5673193.173457252,600691.2235193908,5676336.472480845
42727,100921,599133.7070401706,5672385.039458681,2019-01-16T13:11:50.371903745+01:00,10;2;69;11;1,153.25632884152014,513.6402792500344,513.151028300727,599241.0433842113,5672494.430553282,599125.3960186093,5672898.612494761
42697,100838,599100.5269332347,5672420.469198136,2019-01-04T06:11:09.822+01:00,10;2;69;1,158.8880590188495,464.1539158762181,463.8581939702165,599245.7824805916,5672484.860511687,599205.9684706685,5672872.487936472
26686,62857,598940.67824145,5674934.652854119,2019-01-05T08:58:50.559067670+01:00,14;9;32;27,314.56682513669705,3728.2773323607985,3728.4389406541,598683.9101020782,5675116.373546612,602654.5457330111,5675262.128230478
11973,28001,599587.2422798416,5675692.328084004,2019-01-02T12:50:50.386999708+01:00,9;11;4,60.705722147483385,4084.7425641634104,4084.7425641634104,599532.6484959217,5675665.781832691,603298.2493202911,5677399.24007975
27458,64690,599547.9306704565,5676900.982665926,2019-01-18T11:28:54.525+01:00,6;11;4;7,1357.8010689068346,4197.659917994574,4197.659917994574,599485.8781013363,5678257.365068271,603398.2162298841,5678573.00237215
25365,59761,599132.3817504542,5672407.080244332,2019-01-07T09:48:30.037+01:00,10;69;2,101.53013655888611,761.8697602652844,761.1042718694077,599197.7035741194,5672484.806867716,598845.7114413283,5673112.959600505
41846,98864,599191.88878403,5674709.077134538,2019-01-09T09:27:12.872525942+01:00,9;14;12,567.2508388279842,4106.038865114731,4106.448798464541,599175.3470435166,5675276.086733198,602914.257529321,5676442.14553651
20627,48377,598416.2226135504,5676832.887830835,2019-01-04T09:04:22.607+01:00,5;6;9,2627.4095420467984,5280.159207836058,5280.159207836058,596841.8907368622,5678936.399191318,603247.5123013901,5678963.315302557
26487,62360,597999.7580750611,5675984.270362688,2019-01-08T08:50:42.947428414+01:00,5;14;20,284.5345062727812,4417.682379641939,4417.586458256372,597894.3666666667,5676248.566666666,602392.2991699167,5675513.632139204
29873,70352,597299.9792376787,5673642.966708123,2019-01-23T09:43:33.643+01:00,27;18;25,376.44743916113873,6099.050098837032,6099.013817016466,597674.4118229465,5673604.070518841,601321.0449979777,5678228.753691779
29259,68880,599133.3081530909,5672412.614715027,2019-01-04T13:50:10.248+01:00,10;2;1,103.36095990703242,705.0424891418322,704.2833703530702,599209.0908255228,5672482.903224699,598871.4171120294,5673067.212296833
6710,15587,599125.7384666366,5672367.911546133,2019-02-04T14:36:34.835+01:00,10;2;69,160.48244953598885,1345.254342253778,1345.2849406952919,599129.8443992739,5672528.341462066,599928.4615454522,5673447.42296529
39871,94215,599772.8207322748,5673384.464323925,2019-02-01T15:26:18.370930913+01:00,2;17;1,806.3699555038272,4015.1385484202756,4014.4662524286655,599816.4424328483,5672579.27512108,602827.2586481742,5670778.366363194
31237,73614,598510.8266373704,5676548.68897263,2019-01-17T11:56:44.325791819+01:00,14;5;11;32;4,684.274004103206,4354.205576053293,4353.893754158766,598630.0614914923,5675874.883390689,602797.0591435226,5675782.32280575
35522,83683,598858.3847276527,5675327.716594877,2019-02-04T10:02:47.428970829+01:00,14;9;20,204.7956168887394,3930.3163981883854,3929.992318588193,598724.891029021,5675172.408265665,602756.5224541621,5674825.810971246
39636,93658,599124.633093908,5672375.1042171735,2019-02-05T16:41:22.374+01:00,10;2;69,164.57823821003484,813.1671721069183,813.3589195106925,599224.2311703663,5672506.124138018,599746.8912792017,5672898.588314952
29382,69185,599111.6919739646,5672358.3047226975,2019-01-20T14:25:45.907+01:00,10;2;69,238.06476271805855,663.5944277352506,664.1555312316807,599308.8681603187,5672491.707806556,599774.3020500274,5672394.435756744
30611,72098,598387.6027406148,5676489.884905924,2018-12-31T11:39:21.868931717+01:00,4;5;32,1550.2728981939954,4989.9929369811325,4989.9925360647385,597864.7984858793,5677949.344316153,602971.6565163785,5678461.300765662
30243,71204,599266.9008454415,5675145.491521995,2019-02-04T08:26:48.271+01:00,12;14;9,125.3268999082945,3382.8550481743537,3383.3666685136077,599377.661885708,5675086.850036682,601542.8049208757,5677648.283745968
32030,75513,599113.7675760977,5672363.012656972,2019-01-22T14:06:41.513+01:00,10;2;69;1,176.22435337153703,720.148740526835,719.7984537678583,599245.1952284328,5672480.408546691,599225.28292896,5673074.474907944
10771,25164,598073.1519596807,5675099.624559611,2019-02-01T15:47:50.862009724+01:00,32;14;27;20,350.1556146086492,3753.235107493929,3753.284201149983,598060.0422844923,5674749.714441354,601816.8816088086,5675366.574154789
17597,41217,599221.4517012985,5675046.162167954,2019-01-03T13:50:16.152226605+01:00,9;14;11;12,379.2751436012964,4315.736505980285,4315.948808115544,599337.0530821041,5675407.390565661,603160.7145061708,5676809.054718055
48302,113991,599305.970457739,5674489.769730655,2019-01-12T11:05:13.447+01:00,27;12;17;9;70;18,494.4796651387903,4403.327893264977,4404.605940464926,599000.5235023431,5674100.909477253,601736.307253792,5678161.657473132
19724,46255,597881.322089436,5676087.248848341,2019-01-04T08:06:22.261634998+01:00,14;5;20,203.99222603596453,4815.780643506575,4815.769712269745,597878.150954236,5676291.216424649,602696.9218908275,5676045.514459512
15351,35853,598354.5867737433,5676136.18933049,2019-01-15T09:05:22.778551939+01:00,11;5;6;18;20;32;19;34;4;25,889.3451052446331,2547.383554987149,2547.300536643875,597601.1188943498,5676608.651890853,600845.7282708321,5676668.521010649
52540,123794,598266.0340912351,5676488.827710478,2019-01-24T11:14:46.727003915+01:00,14;4;5;18;6,240.20035337979093,4324.398840853347,4324.213812798078,598441.6767385524,5676324.980616493,602572.34060548,5676093.670096169
46704,110308,600396.4210830036,5676598.827046571,2019-01-10T09:00:50.636343879+01:00,11;4;9;6;7,1267.9140361475966,3843.493621440493,3843.493621440493,600952.5672748374,5677738.25998289,603511.7580542928,5678849.853206653
59,129,597991.3926587388,5676383.850965521,2019-01-29T14:16:17.44814026+01:00,14;5;20,284.7181361523425,4612.781039101068,4612.549671695192,598007.6689717318,5676099.598439254,602526.6279228565,5675541.598026201
1895,4335,597984.1319559336,5673218.471760468,2019-01-16T11:14:39.754953119+01:00,18;69;27,231.98184932204515,1813.9895340477617,1813.720881100302,597783.8122296246,5673101.477804785,599208.0419134103,5674557.35280284
43035,101693,598597.8178727741,5673868.020346992,2019-01-10T12:39:07.644+01:00,14;27;1;32,322.72342240616337,4583.788168986906,4584.350341675213,598798.4849631973,5674120.771462104,602430.8802762275,5676381.732062638
24424,57500,599208.0175695539,5674772.617756987,2019-01-26T10:51:44.395548982+01:00,14;2;27,571.1224604690132,3432.3981041331867,3432.134302649631,598771.4757680438,5674404.3622473385,602602.5397550638,5674264.114190295
36058,84973,599114.4748531074,5672360.904539288,2019-01-22T19:20:16.504+01:00,10;2;69,206.88176687785128,436.95023832823415,437.24895834209826,599277.0265917364,5672488.877183768,599478.8174852593,5672602.109757249
45591,107680,597061.1673028786,5673417.360979257,2019-01-16T09:28:39.901100279+01:00,18;27;25;14,472.19201772969114,1324.7777166516844,1324.3278310758672,597513.8010434093,5673282.869349254,597924.0621606631,5672412.150323252
12030,28125,598812.5167769229,5675874.25057063,2019-01-22T10:07:57.493720075+01:00,9;14;20;32;27;1;4;11,630.8712758049409,3970.409459626543,3970.4776291980975,599040.4850238103,5675286.008235323,602772.0574310477,5676167.830347564
7008,16295,600550.1057022482,5676206.758417978,2019-01-23T09:56:41.469670562+01:00,9;17;70;1,2522.265075149631,3470.4609378322093,3472.161001186548,600859.1702864404,5673703.500502357,603557.1022198444,5677939.40698713
37505,88582,599141.2102495702,5672405.553228857,2019-02-04T19:40:02.534+01:00,10;2;69,111.45291867082206,587.6461977207726,587.0130460562667,599218.2108540136,5672486.130272707,599018.7540607477,5672980.298855647
36195,85305,599554.887368304,5676818.792354565,2019-01-23T11:05:01.697312617+01:00,11;14;5;6;9;4,644.3570567869174,4030.5164830757926,4030.63802162888,599684.6884904214,5677449.940265382,603337.624667973,5678210.1807410475
35459,83537,597168.7266705029,5673525.058147427,2019-01-08T08:42:16.309+01:00,18;27;25;19,203.91048589063277,1861.96459312409,1861.7298269940557,597265.2104704229,5673345.41861222,598390.0096367215,5674930.540293337
5462,12646,599136.0554011111,5672408.424206438,2019-01-10T18:20:30.265+01:00,10;2;1,128.23368506090378,602.2466400576501,601.6559743075171,599243.9021759732,5672477.799642553,599048.2703113665,5673004.238601597
48730,114975,599134.7571667116,5672411.793975115,2019-01-05T08:50:18.674+01:00,10;2;69,104.55688805311573,655.8930567587371,655.2103069955564,599208.3006649092,5672486.1142059555,598956.6708878494,5673043.04747347
10862,25386,599129.7066724731,5672378.172602755,2018-12-12T11:15:32.906+01:00,10;2;69,253.9068854988433,1045.5764682191225,1046.1624619618117,599355.790757669,5672493.7351093255,600135.6646507715,5672093.078413422
17551,41099,598576.7384233193,5676253.75573841,2018-12-31T10:15:25.483280924+01:00,20;9;19,890.502110729354,2091.106024311171,2091.106024311171,598251.2306131338,5675424.8777771145,600229.719372847,5674972.983164762
4073,9415,597072.5181898392,5673326.340627832,2019-01-09T10:09:20.616+01:00,18;27;25;69,430.57613749585516,1902.4482519329529,1902.043998794047,597497.6408461108,5673258.02856956,598789.6978722406,5674145.244339895
21453,50305,599137.1379268549,5672407.5963937,2019-01-10T17:59:56.713+01:00,10;2;1,118.1928813082158,741.435657675338,740.7467538067453,599234.2525924679,5672474.963291467,598937.352671167,5673121.608078536
49054,115688,598838.5740711142,5675240.766685875,2019-01-24T09:48:42.491335569+01:00,14;9;12,118.0140388288228,3942.078585808191,3941.866479357154,598744.9836120582,5675168.876913763,602766.606493649,5674908.283807815
53827,126757,599088.4796735432,5674715.99115995,2019-01-23T11:00:49.407303508+01:00,9;14;18,323.96011486387937,3101.5277171823886,3101.607223816865,598871.3614235728,5674956.427890822,602109.7973901749,5675416.786019819
18539,43398,598943.2401719054,5674976.288981486,2019-01-11T08:45:29.582496800+01:00,14;9;18,275.511860694838,3413.7021096482335,3413.4568824854277,598671.3083286715,5675020.559265187,602344.9102915755,5674689.928211896
2432,5594,597642.2611887689,5673891.344273515,2019-01-02T09:04:07.337+01:00,27;14;18;69;32,252.68192161449988,6292.395487806364,6292.402172907373,597698.4251710308,5673644.983236402,601649.9990433607,5678742.352237211
4605,10630,597803.0766842954,5675895.646806639,2018-12-31T09:27:53.650848681+01:00,5;9;20;19;6;27,794.6668690750745,4180.239320323734,4180.239320323734,597564.1733677756,5676653.5522348825,601685.8656586458,5677444.30769781
46864,110657,599116.0179471413,5672367.2996115815,2019-01-23T08:03:46.029+01:00,10;2;69;1,177.53657265138958,627.2043292452344,626.9224765189208,599251.6307828621,5672481.878813082,599265.3419940518,5672976.469210001
44144,104357,597720.0116702938,5675685.70728062,2019-01-09T09:54:17.54951268+01:00,5;6;20,2565.397305429017,5537.028625165193,5537.028625165193,597059.9295783557,5678164.73026692,602841.5326359421,5677790.157088604
24254,57076,599498.7321945482,5674220.217712473,2019-01-10T16:16:45.843+01:00,9;12;17;27,373.7111783550322,4701.852204699389,4704.584445978108,599697.919096739,5674536.421164104,602457.0853157355,5677874.74380558
29727,70009,598333.2501365475,5674028.443512531,2019-01-09T09:49:09.095+01:00,14;18;69;1,789.1343422152676,4102.984735663821,4103.414202645678,598699.4195288551,5674727.480697665,602341.8190012603,5674903.577443964
42873,101271,598116.5010735291,5676469.839949423,2019-01-16T08:21:03.254070964+01:00,14;20;34;4,1053.8381562184566,4699.710238297994,4698.935785755976,598336.2085612294,5675439.158873945,602505.9603588784,5674790.5771628935
14644,34206,601256.0681092553,5675253.94909867,2019-01-05T09:36:54.255+01:00,7;9;17;1;37;5,411.62082668496475,2628.3020993681503,2629.5296156733402,600857.675313923,5675150.436367143,602783.9290606179,5677392.549771737
37725,89069,598096.4275724288,5676471.153453599,2019-01-17T11:47:15.196607258+01:00,14;5;11;20;1;69;32;4,995.4625285195973,4621.121571933273,4621.09980786,598709.2122069877,5675686.653206731,602716.6809821399,5676381.58218231
8955,20860,598192.2278725889,5676450.919973549,2019-01-23T11:44:16.508+01:00,14;4;11;32,895.8178954468191,4539.999533726283,4539.919640291713,599059.8575838633,5676227.966198258,602722.6076162992,5676155.530156503
1668,3800,598374.6924934803,5676598.696306311,2019-01-03T10:53:31.938883066+01:00,14;20;5;11;34;9;4;32;27,484.2603273091553,4127.502218536705,4127.487336713118,597907.9815128885,5676469.510683269,602501.2205213128,5676509.0246857265
43357,102470,599456.4879032071,5674563.9756745715,2019-01-08T16:00:24.822+01:00,12;9;69,329.2102061451659,4324.822021848761,4324.822021848761,599157.9696670249,5674425.1728558075,601787.9825356482,5678206.5322355
14474,33750,599201.0330558219,5674718.589672367,2019-02-05T09:43:39.873451920+01:00,2;12;9;14;69;4;11;27,764.4565523269882,3180.9597662493343,3180.939425456694,599495.2608492114,5674013.023356566,602363.1385172867,5674372.765894886
2487,5712,599154.9985275716,5672390.542668588,2019-01-15T07:30:53.334+01:00,10;2;69,146.68194420954828,1036.0567318191772,1036.3699109063803,599233.2233393238,5672514.625187838,600096.4189841307,5672823.140721658
45830,108234,599431.0562119436,5676970.856316414,2019-01-14T10:41:49.45110450+01:00,14;11;5;6;9;70,546.3366095877826,3736.428644715426,3736.488608791484,599144.8506669017,5676505.485413839,603161.3613289685,5677184.685105279
34121,80471,601293.0054097448,5673503.34325125,2019-02-05T07:47:01.016+01:00,17;70;1;7;27,100.84789399044386,5009.2409245237095,5012.838140229358,601267.1976580867,5673405.853468828,603548.9291616224,5677975.84844025
39681,93771,597867.919272635,5676281.770967122,2019-01-30T08:30:04.835407822+01:00,5;14;20,671.9616860774253,4819.874930591848,4819.923903856211,597486.5402269928,5676835.018227487,602671.6951987525,5676675.383972754
48008,113263,599613.1698617135,5674371.810305936,2019-02-04T16:13:19.824536555+01:00,9;70;12,1056.7411702050676,5145.529437678202,5145.529437678202,600651.798013251,5674566.626793021,603161.697810256,5678097.991003705
27178,64028,599149.277261926,5672393.40269933,2019-01-03T13:51:17.822+01:00,10;2;69,116.18430074651431,671.265130416036,670.949744646357,599203.3009830954,5672496.262940876,599276.2544083651,5673052.548874009
42920,101416,598975.766695407,5675669.887561527,2019-01-22T15:51:20.656+01:00,4;17;32,795.8029447215947,4177.824114875202,4178.999318475027,599155.9156180131,5676445.031865842,602799.552089603,5677353.003598515
29177,68670,599129.4842922555,5672410.419149535,2019-01-08T12:22:30.965+01:00,10;2;69,108.89609855288211,664.8104825277908,664.0971845520942,599208.7878569292,5672485.046925263,598922.8226196665,5673042.292499789
4002,9260,598919.7882688232,5675477.424031623,2019-02-05T10:16:21.760256546+01:00,14;20;9;69,386.1030359590618,3674.988795374391,3674.399632556525,598630.4244974304,5675221.798989457,602446.5655390841,5674444.280899188
31082,73232,598526.9756435934,5676476.010161634,2019-01-28T08:27:20.772731430+01:00,5;20;32;27,1344.3310843356446,3986.08631105005,3986.0861911763377,597242.4145638586,5676872.405036401,602475.051808169,5677025.171957328
30329,71420,597097.4561784967,5673494.854174477,2019-01-28T09:55:11.389+01:00,18;27;15;69,371.02825884578175,2202.3344415795486,2202.008358439648,597452.7104669962,5673387.819790446,599072.0936309135,5674470.089491762
38605,91214,597075.9244574885,5673429.946061506,2019-01-04T09:23:32.210651515+01:00,18;25;27,437.4048302596984,1573.349985330174,1573.1983308504025,597403.5350179293,5673140.128349449,597433.7887921439,5671897.835329764
21819,51220,599136.0994093735,5672390.602223124,2019-01-16T17:50:46.339+01:00,10;2;69,268.2121143221065,1521.859400959041,1522.3423998943456,599379.9125131778,5672502.373904164,600583.8843274096,5671921.5874393545
4756,10969,598757.6788300502,5675980.556463376,2019-01-09T08:23:06.104039636+01:00,9;14;20;1;4,859.8438258987459,4164.656116772118,4164.7025005101805,599200.9785192348,5675243.795450221,602916.7429134697,5676196.302890872
489,1173,599131.7428145488,5672414.281916591,2019-01-09T10:24:48.970+01:00,10;2;1;69,127.2589457321992,462.8347829837993,462.3241286186069,599237.6283554618,5672484.872932269,599111.3407081554,5672876.666810802
38818,91667,597458.1062135762,5675100.213909786,2019-01-09T08:26:48.437941716+01:00,19;23;5;15,2417.8344158582267,2881.0015078453926,2880.8802963577023,595064.5576817145,5674758.3825359605,594596.1569884254,5675430.995289048
17790,41660,599139.8300464919,5675143.035148758,2019-01-08T08:36:56.316679276+01:00,14;9;12;11,152.97875468682656,3622.386534757893,3622.8545671406073,599206.4042473163,5675280.768133806,602486.4527776152,5676529.325343027
39246,92704,598137.5207237572,5673453.945396537,2019-01-02T10:50:16.660019565+01:00,18;69;27,511.8998929223814,1676.4508568738277,1676.1875761181586,597830.1654470155,5673044.5870764395,599287.6356993578,5674673.66791351
39300,92817,598404.6031531127,5676445.653820524,2019-01-25T08:22:07.917069941+01:00,5;4;20,1809.1323507341567,4917.755711603812,4917.755711603812,597217.7332174144,5677811.047396827,602971.182264103,5678270.667919669
5882,13633,600719.1896787662,5676312.34599527,2019-01-15T10:48:25.468+01:00,11;37;2;7;9;14;6;1;4,253.69057547136424,1472.6763036178636,1472.7660883826609,600866.9494146999,5676106.127740695,602113.188597789,5676787.259154701
38699,91391,601158.1748546523,5674058.293509888,2019-01-31T06:17:48.934280196+01:00,70;7;17;1,753.8805697702063,4582.696502825495,4584.776627343176,601768.2178988769,5673615.367559339,603729.8904271777,5677851.364330614
20237,47478,596914.3943764623,5673647.980160689,2019-01-14T10:52:44.365300808+01:00,19;27;32;18,719.087438103863,2737.5720349194225,2737.567105934492,596946.2671118227,5674366.360890093,597010.5148463962,5676383.864204583
22983,54037,599252.562505294,5676916.051903843,2019-01-22T11:33:33.276+01:00,11;5;4;9;14;6;34;70,466.0664916154581,4204.2358149440715,4204.328033496172,598933.1951113793,5677255.496217849,603197.9012264075,5678368.601787097
9258,21596,599135.7058544494,5672409.2661663005,2019-01-10T17:10:55.438515600+01:00,10;2;69,113.40269705457163,577.054708408123,576.4209839016797,599219.3570076302,5672485.834150934,599015.6394471935,5672973.691709968
23389,54997,593171.1475792667,5673968.2319780085,2019-01-29T13:44:59.878312410+01:00,15;23;50;25,295.409135972614,4310.335528268443,4310.824795632166,593183.0324656744,5673673.062014951,595567.2192619654,5670385.239812566
54253,127764,597414.0268407459,5672735.324466166,2019-01-22T13:44:46.441+01:00,18;19;23;27;15;2;25,1398.6673392869413,1041.6430599865723,1041.9314120301513,596210.8386237415,5673448.492356953,596390.751572053,5672930.0755608985
52021,122678,599301.463378706,5674479.9223691495,2019-01-12T13:43:56.144+01:00,9;17;27;37;70;12;10,846.9646384551961,4408.409327099063,4409.59782169071,600003.2713982769,5674954.068551734,602493.7742136737,5677520.189516655
8720,20353,598381.1302705649,5676665.867736,2019-01-08T08:09:03.622+01:00,5;9;4,750.425532045409,5154.541339174247,5154.541339174247,597997.1403932181,5677310.608190168,603219.9155392372,5678442.227367644
26726,62941,599055.4099187374,5676276.979730519,2019-01-15T14:17:10.635519483+01:00,11;14;4,1994.8033758392585,4769.891223107348,4770.072413303957,600768.7961692915,5677298.5217339,603415.4987641694,5678211.2722472325
9695,22666,599138.8887429883,5672387.685587507,2019-01-16T17:07:32.180+01:00,10;2;69,259.23460891995535,1280.678736081157,1281.223186432421,599374.1150360343,5672496.640502594,600349.8094051677,5671970.781311974
16835,39384,598918.0644238573,5676228.499200867,2019-01-23T14:16:10.385377306+01:00,14;9;11;17;27,1120.685896237869,4236.669465408623,4237.08114418833,599635.9930043251,5675367.967137911,603106.6158930822,5676865.213225197
52706,124148,599209.7511727912,5673246.672521866,2019-01-11T15:42:37.929+01:00,11;69;1,1399.3387392902284,6584.241166294294,6584.241166294294,600199.6048843648,5674235.782493994,602890.6235252535,5678705.922512552
33167,78207,599129.7508299125,5672410.424293563,2019-01-10T06:36:53.574+01:00,10;2;11;69;1,120.55832616584404,750.995895818619,750.2591055998239,599210.8791715871,5672499.6010965165,598878.2344343181,5673118.050139815
21107,49526,596914.3770815085,5673647.131137638,2019-01-15T10:00:07.425314943+01:00,18;32;14;15;27;19;25,364.4937625790551,1551.4928639681489,1551.1085460018714,597276.6414852213,5673606.879370452,597829.6566351051,5672394.376793917
17604,41236,600052.6929106521,5674103.253380917,2019-01-17T16:09:14.441279251+01:00,17;7;12,1128.4082617280687,4478.414701685636,4482.300002163853,601169.3191454211,5674265.891190057,603551.5104684595,5676898.691439156
50679,119548,599132.8651349115,5672407.938279974,2019-01-05T17:15:14.277+01:00,10;2;69,103.36762159715232,728.0553573131795,727.2968228008078,599202.3092321472,5672484.504477175,598863.8588213443,5673084.473723668
22786,53582,599116.2593550525,5672366.879916842,2019-01-19T10:11:30.199+01:00,10;2;69,153.68516272905188,698.3724355705762,697.9865923768895,599202.7495235887,5672493.917627738,599191.8033937286,5673061.154471313
17389,40716,597987.8836854813,5676374.023818996,2019-01-28T14:03:39.309037102+01:00,14;20;5,835.1396457486808,4738.533368353822,4737.976450145674,598349.3808202492,5675621.17718823,602489.2677100019,5674893.739945277
