working_index0,csv_row_index0,x,y,rx_time,selected_receivers,official_error_m,rssfit_stable_error_m,rssfit_prior_default_error_m,official_x,official_y,rssfit_x,rssfit_y
52525,123764,597841.3690726222,5673946.057062876,2019-01-08T09:11:11.305+01:00,27;18;32;69,323.75797029901776,5604.097646823552,5604.076137038619,597711.1905554004,5673649.623635298,601447.7706030315,5678235.5533545865
7237,16818,599500.4423111115,5676212.602769905,2019-01-09T13:20:53.66634335+01:00,11;14;9,573.135650001204,3897.2087230021166,3897.4258471864327,600038.4123317215,5676410.271002626,603251.5078408472,5677269.836529426
51738,121996,597222.9969245875,5673323.246684107,2019-01-18T08:53:12.455544767+01:00,18;69;25,299.4447211021858,2126.4255491164995,2126.4451603877087,597493.4548012506,5673194.71778484,597166.9523699769,5671197.559824799
51453,121350,598461.5386456326,5676465.41792543,2019-01-14T08:18:23.366242672+01:00,14;11;5;20;6;4,381.44048552756857,4403.579575226766,4403.399859417836,598750.5405338312,5676216.470636598,602837.6372137358,5675974.221022347
34091,80417,596991.7205553581,5674043.66021045,2019-01-10T07:49:19.632+01:00,19;6;27;32;69;25,1147.7113748393028,3535.447751026328,3535.4464907811825,596797.2196675665,5675174.77064033,597511.8868199064,5677540.632880841
41753,98617,596916.9444350651,5673650.574385332,2019-01-09T10:19:53.51353087+01:00,18;27;15;19;23;25,763.9643185509909,580.4789049381287,580.3727522385776,596184.0754200376,5673434.832672092,597376.9369658211,5674004.640241815
23424,55089,599129.9267430438,5672413.398160655,2019-01-09T12:26:30.346+01:00,10;2;69;1;11;27,123.89889350311746,665.1838278006936,664.5265671413981,599221.6517581984,5672496.689561209,598975.0042322591,5673060.289604732
20805,48822,598067.9605171382,5676496.919053015,2019-01-31T11:39:27.549116805+01:00,5;4;34;20,2012.9584823889413,4856.317608589817,4856.317608589817,596630.7877560033,5677906.364442689,602616.7182532354,5678197.6905761175
25300,59613,599832.8200886043,5674934.106396222,2019-01-23T10:33:22.039+01:00,12;9;17;14,212.76534251982204,4027.484561682856,4027.505147331545,599637.6605149225,5675018.852085067,600853.8503043789,5678830.018252651
30717,72360,599115.0494364626,5672360.491273515,2019-01-21T15:49:33.252+01:00,10;69;2,153.31337218833167,1063.3806379508462,1063.1542126215693,599146.620105207,5672510.518880864,599416.8697809291,5673380.139674109
26202,61696,599082.5409598905,5674733.699408114,2019-01-30T10:42:52.75295556+01:00,9;14;27;2;18;7;4;12,186.0437373118345,3086.6629869590583,3086.7011434122837,599037.2595314512,5674553.250344854,602070.1309982922,5675509.453336564
33626,79338,598873.4616678455,5676158.045125433,2019-01-23T14:21:26.479824660+01:00,11;9;14;32,923.4678753460335,4256.545479316683,4256.653899774237,599792.964420325,5676243.529656073,603047.2306460808,5676993.408479796
24430,57514,599195.3233961195,5676943.376456839,2019-01-15T12:36:35.886+01:00,4;11;6;5;32;70;7;27,955.6597730609886,4299.018346803727,4299.01816369197,599160.2253569025,5677898.391498338,603135.1486165212,5678663.6485221945
36736,86605,597014.2352376878,5674077.6091921795,2019-01-21T07:40:31.823+01:00,27;14;19;18;69;25,709.508769053598,5533.926284250105,5534.087588706504,597662.3538298664,5673788.913879027,600916.1718466259,5678001.794562335
35639,83946,598627.6958596803,5676264.0709645655,2019-01-24T15:43:41.767299879+01:00,14;32;9;5;27;20;11,850.2460297421424,3727.280939468999,3727.197411911984,598350.0105299641,5675460.448435792,602328.8057686872,5675823.153009408
46025,108689,598378.6826789285,5676758.754368272,2019-01-09T09:53:25.972012548+01:00,14;6;5;4;20;18,316.11129806858844,4356.570100850805,4356.318088237916,598083.029499921,5676646.88144702,602682.7061266953,5676084.15433514
