experiment,contrast,scheme,replicates,n_messages,n_units,draw_size_min,draw_size_max,difference_m,ratio,difference_low_m,difference_high_m,ratio_low,ratio_high
removal_10_2,FP_removal_on_survivors,spatial_1000m,6000,301,26,68,983,222.41798352252596,1.7166607958372933,140.42698493037238,469.1827445900926,1.475172336106665,2.185938966579441
removal_10_2,MinMax_removal_on_survivors,spatial_1000m,6000,301,26,68,983,582.4421233532797,1.7369465062546472,18.800721994585754,723.1480399372101,1.0277761468318782,1.9160179872459877
removal_10_2,MinMax_minus_FP_on_survivors,spatial_1000m,6000,301,26,68,983,840.0161085019937,2.5766920351503932,-159.4396990946585,1130.9142798618655,0.8169467775625667,3.6973056342182287
removal_10_3,FP_removal_on_survivors,paired_messages,6000,228,228,228,228,235.15427323991963,1.7273575970457893,153.85424217608133,364.60281814473797,1.467158766796153,2.238780105876083
removal_10_3,MinMax_removal_on_survivors,paired_messages,6000,228,228,228,228,501.4646078576575,1.6134149019626947,349.9313890477789,635.009839391975,1.4156713095729776,1.8637623470531097
removal_10_3,MinMax_minus_FP_on_survivors,paired_messages,6000,228,228,228,228,760.5075547572885,2.3618095715946654,554.2802633702811,892.8410070656847,1.8617444645645747,2.8345436575876395
removal_10_3,FP_removal_on_survivors,spatial_1000m,6000,228,29,76,704,235.15427323991963,1.7273575970457893,118.59815660052466,559.6814484399108,1.4011789978321916,2.453408626539699
removal_10_3,MinMax_removal_on_survivors,spatial_1000m,6000,228,29,76,704,501.4646078576575,1.6134149019626947,106.89677332912444,719.3318994843478,1.1252760056762703,1.9346653346947542
removal_10_3,MinMax_minus_FP_on_survivors,spatial_1000m,6000,228,29,76,704,760.5075547572885,2.3618095715946654,47.72247732551382,1030.6622864633841,1.0534316507009862,3.5877894564447637
removal_10_4,FP_removal_on_survivors,paired_messages,6000,549,549,549,549,254.6438445134042,1.8203169249075402,198.60480874170696,325.8521362651607,1.5746551366940342,2.096522966541522
removal_10_4,MinMax_removal_on_survivors,paired_messages,6000,549,549,549,549,22.57451955865656,1.033540343124428,-30.279472598903205,91.96470730503816,0.9550382862356758,1.1375474024034606
removal_10_4,MinMax_minus_FP_on_survivors,paired_messages,6000,549,549,549,549,130.56509023512092,1.2310620146892963,53.5566874859428,198.91155797519875,1.0867847547187224,1.3648021487203164
