experiment,contrast,numerator_arm,denominator_arm,scheme,n_messages,replicates,n_units,draw_size_min,draw_size_max,numerator_median_m,denominator_median_m,point_difference_m,point_ratio,difference_low_m,difference_high_m,ratio_low,ratio_high,numerator_worse_fraction,exact_ties,nonpositive_difference_draws
primary33,official_vs_raw:FP_k3,coordinate_independent:FP_k3,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,219.29225647763056,480.087194862526,-260.79493838489543,0.45677589159699494,-418.90520364562843,-164.25452156794245,0.1707303891693657,0.5580360278802546,0.1871743486973948,0,6000
primary33,assignment:WCL_raw,rssfit_stable:WCL_raw,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,3619.222155773533,480.087194862526,3139.134960911007,7.53867671227912,757.2294311431957,3433.9273378721646,4.797535328452113,10.311971113769127,0.9867735470941884,0,0
primary33,assignment:WCL_bc,rssfit_stable:WCL_bc,official:WCL_bc,spatial_1000m,2495,6000,39,672,5925,3105.1960755807986,584.7477072723235,2520.448368308475,5.310317658303659,644.6114448813399,3015.523964599944,3.6113540920865166,7.544918169288732,0.9779559118236473,0,0
primary33,assignment:ABS_mean,rssfit_stable:ABS_mean,official:ABS_mean,spatial_1000m,2495,6000,39,672,5925,1243.1145988887747,527.7528095639876,715.3617893247871,2.3554864632853323,622.3341199908014,1089.1795665169418,1.9222049680482671,3.911987698662891,0.8100200400801604,0,0
primary33,assignment:DIFF_median,rssfit_stable:DIFF_median,official:DIFF_median,spatial_1000m,2495,6000,39,672,5925,1611.1747361540067,999.9148450881116,611.2598910658951,1.611311947280902,394.330933110348,938.6853053931926,1.251003362678672,4.403201928772264,0.7058116232464929,0,1
primary33,assignment:HYBRID_mean,rssfit_stable:HYBRID_mean,official:HYBRID_mean,spatial_1000m,2495,6000,39,672,5925,1225.798663132137,576.2585578497786,649.5401052823585,2.127167824988177,551.682869524012,939.2268253394599,1.716414598926944,3.97519708101971,0.7783567134268538,0,0
primary33,assignment:NLLS,rssfit_stable:NLLS,official:NLLS,spatial_1000m,2495,6000,39,672,5925,1201.8578931852549,524.8659538174048,676.99193936785,2.289837785141172,575.8088519960357,980.802742933534,1.9341266375888748,4.5650253513820855,0.8048096192384769,0,0
primary33,assignment:Trilat,rssfit_stable:Trilat,official:Trilat,spatial_1000m,2495,6000,39,672,5925,1708.859917853748,585.0264617546227,1123.8334560991252,2.9209959370530045,900.9786852201294,2035.9328876362001,2.404485001287704,5.212154957782692,0.7779559118236473,0,0
primary33,assignment:MinMax,rssfit_stable:MinMax,official:MinMax,spatial_1000m,2495,6000,39,672,5925,2078.502466169818,467.635802988949,1610.866663180869,4.444703448463154,696.0975958243788,2780.1111331486536,3.4909386894308083,5.919001464225737,0.9214428857715431,0,0
primary33,official_vs_raw:WCL_bc,official:WCL_bc,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,584.7477072723235,480.087194862526,104.66051240979749,1.2180031326179555,-64.7979363071298,237.99454782566744,0.7082648567132094,1.4125484754109037,0.47935871743486974,0,826
primary33,official_vs_raw:ABS_mean,official:ABS_mean,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,527.7528095639876,480.087194862526,47.66561470146161,1.0992853281894153,-189.8122245491013,263.56764326677006,0.7312409012051895,1.658627947872322,0.4713426853707415,0,1881
primary33,official_vs_raw:DIFF_median,official:DIFF_median,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,999.9148450881116,480.087194862526,519.8276502255856,2.0827775782989573,70.13692390853444,1089.2727641064891,1.348017212505075,2.9992643196047366,0.6376753507014028,0,19
primary33,official_vs_raw:HYBRID_mean,official:HYBRID_mean,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,576.2585578497786,480.087194862526,96.17136298725262,1.200320616788772,-127.7905517228432,323.88508228925537,0.7958799340311711,1.7721836966482813,0.4917835671342685,0,1168
primary33,official_vs_raw:NLLS,official:NLLS,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,524.8659538174048,480.087194862526,44.77875895487881,1.093272137715944,-187.21818453953395,237.55486195073587,0.7409493106479009,1.5994740500756477,0.501002004008016,0,2041
primary33,official_vs_raw:Trilat,official:Trilat,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,585.0264617546227,480.087194862526,104.93926689209667,1.218583765647293,-47.85201122892953,325.9521026024356,0.9157999380205318,1.6618005531651319,0.5959919839679358,0,503
primary33,official_vs_raw:MinMax,official:MinMax,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,467.635802988949,480.087194862526,-12.451391873576995,0.9740643116358426,-161.78618825434594,53.373888594374165,0.7973090930886966,1.1490372278038534,0.3751503006012024,0,4006
primary33,official_vs_raw:FP_k3,coordinate_independent:FP_k3,official:WCL_raw,spatial_1000m,2495,6000,39,672,5925,219.29225647763056,480.087194862526,-260.79493838489543,0.45677589159699494,-482.1406197956577,-150.6825718149868,0.16499273500508962,0.6049877867614613,0.1871743486973948,0,6000
primary33,assignment:WCL_raw,rssfit_stable:WCL_raw,official:WCL_raw,UTC_calendar_day,2495,6000,52,1280,3699,3619.222155773533,480.087194862526,3139.134960911007,7.53867671227912,3002.514933656545,3245.9395231088292,6.9646253005164205,8.468123000128301,0.9867735470941884,0,0
primary33,assignment:WCL_bc,rssfit_stable:WCL_bc,official:WCL_bc,UTC_calendar_day,2495,6000,52,1280,3699,3105.1960755807986,584.7477072723235,2520.448368308475,5.310317658303659,2178.010678523218,2686.387395678723,4.858982659137444,5.791379947185398,0.9779559118236473,0,0
primary33,assignment:ABS_mean,rssfit_stable:ABS_mean,official:ABS_mean,UTC_calendar_day,2495,6000,52,1280,3699,1243.1145988887747,527.7528095639876,715.3617893247871,2.3554864632853323,661.2216724693642,804.3171712052558,2.2312677334658853,2.5972417704303776,0.8100200400801604,0,0
primary33,assignment:DIFF_median,rssfit_stable:DIFF_median,official:DIFF_median,UTC_calendar_day,2495,6000,52,1280,3699,1611.1747361540067,999.9148450881116,611.2598910658951,1.611311947280902,520.5591262647177,696.4066281273474,1.4763269336767026,1.7388495442042164,0.7058116232464929,0,0
primary33,assignment:HYBRID_mean,rssfit_stable:HYBRID_mean,official:HYBRID_mean,UTC_calendar_day,2495,6000,52,1280,3699,1225.798663132137,576.2585578497786,649.5401052823585,2.127167824988177,597.3480536592907,711.0348612714479,1.9796041200080723,2.341099283837558,0.7783567134268538,0,0
primary33,assignment:NLLS,rssfit_stable:NLLS,official:NLLS,UTC_calendar_day,2495,6000,52,1280,3699,1201.8578931852549,524.8659538174048,676.99193936785,2.289837785141172,603.2173658791778,752.875323538536,2.158681821779473,2.473507663956843,0.8048096192384769,0,0
primary33,assignment:Trilat,rssfit_stable:Trilat,official:Trilat,UTC_calendar_day,2495,6000,52,1280,3699,1708.859917853748,585.0264617546227,1123.8334560991252,2.9209959370530045,990.8749797872217,1241.249867292715,2.7120915526584777,3.1446232446440288,0.7779559118236473,0,0
primary33,assignment:MinMax,rssfit_stable:MinMax,official:MinMax,UTC_calendar_day,2495,6000,52,1280,3699,2078.502466169818,467.635802988949,1610.866663180869,4.444703448463154,1376.0563052876714,1907.8533057139136,4.080542273246333,4.904193831754902,0.9214428857715431,0,0
primary33,official_vs_raw:WCL_bc,official:WCL_bc,official:WCL_raw,UTC_calendar_day,2495,6000,52,1280,3699,584.7477072723235,480.087194862526,104.66051240979749,1.2180031326179555,68.31112831986678,142.32383227677556,1.1519420539751766,1.2896871330838386,0.47935871743486974,0,0
