experiment,contrast,numerator_arm,denominator_arm,scheme,n_messages,replicates,n_units,draw_size_min,draw_size_max,numerator_median_m,denominator_median_m,point_difference_m,point_ratio,difference_low_m,difference_high_m,ratio_low,ratio_high,numerator_worse_fraction,exact_ties,nonpositive_difference_draws
primary33,assignment:ABS_mean,rssfit_stable:ABS_mean,official:ABS_mean,spatial_500m,2495,6000,107,974,5800,1243.1145988887747,527.7528095639876,715.3617893247871,2.3554864632853323,652.9598629321923,1011.1671602649939,2.0125742868472045,3.769838190906513,0.8100200400801604,0,0
primary33,assignment:DIFF_median,rssfit_stable:DIFF_median,official:DIFF_median,spatial_500m,2495,6000,107,974,5800,1611.1747361540067,999.9148450881116,611.2598910658951,1.611311947280902,430.3608859533652,919.8804427724742,1.2950482816352165,4.172793826050226,0.7058116232464929,0,0
primary33,assignment:HYBRID_mean,rssfit_stable:HYBRID_mean,official:HYBRID_mean,spatial_500m,2495,6000,107,974,5800,1225.798663132137,576.2585578497786,649.5401052823585,2.127167824988177,574.076598407344,871.1329672708678,1.7577209200611743,3.7489375775744707,0.7783567134268538,0,0
primary33,assignment:NLLS,rssfit_stable:NLLS,official:NLLS,spatial_500m,2495,6000,107,974,5800,1201.8578931852549,524.8659538174048,676.99193936785,2.289837785141172,595.2349414268731,927.4079649013986,1.9569519442938057,4.184466807662272,0.8048096192384769,0,0
primary33,assignment:Trilat,rssfit_stable:Trilat,official:Trilat,spatial_500m,2495,6000,107,974,5800,1708.859917853748,585.0264617546227,1123.8334560991252,2.9209959370530045,936.7139703883864,1909.512682153767,2.532696902719136,4.980686680540195,0.7779559118236473,0,0
primary33,assignment:MinMax,rssfit_stable:MinMax,official:MinMax,spatial_500m,2495,6000,107,974,5800,2078.502466169818,467.635802988949,1610.866663180869,4.444703448463154,730.4877556536388,2715.4156016858565,3.6187264644166413,5.703476055136593,0.9214428857715431,0,0
primary33,official_vs_raw:WCL_bc,official:WCL_bc,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,584.7477072723235,480.087194862526,104.66051240979749,1.2180031326179555,-62.90745371200398,221.56807911727,0.7083123115406881,1.3722082377531,0.47935871743486974,0,612
primary33,official_vs_raw:ABS_mean,official:ABS_mean,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,527.7528095639876,480.087194862526,47.66561470146161,1.0992853281894153,-104.6849386327982,194.23407143026753,0.835763300396894,1.4458681769944026,0.4713426853707415,0,1476
primary33,official_vs_raw:DIFF_median,official:DIFF_median,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,999.9148450881116,480.087194862526,519.8276502255856,2.0827775782989573,80.16927070322778,996.3905187781555,1.3914051280411324,2.716146644273938,0.6376753507014028,0,5
primary33,official_vs_raw:HYBRID_mean,official:HYBRID_mean,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,576.2585578497786,480.087194862526,96.17136298725262,1.200320616788772,-48.60222398678208,257.287349523843,0.9174890310838382,1.57073800625536,0.4917835671342685,0,542
primary33,official_vs_raw:NLLS,official:NLLS,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,524.8659538174048,480.087194862526,44.77875895487881,1.093272137715944,-108.30005943445413,175.53048116537096,0.8375551171316429,1.4277009203461506,0.501002004008016,0,1634
primary33,official_vs_raw:Trilat,official:Trilat,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,585.0264617546227,480.087194862526,104.93926689209667,1.218583765647293,-1.333664941019365,280.6499208805024,0.9969572460995617,1.5269056166259583,0.5959919839679358,0,165
primary33,official_vs_raw:MinMax,official:MinMax,official:WCL_raw,spatial_500m,2495,6000,107,974,5800,467.635802988949,480.087194862526,-12.451391873576995,0.9740643116358426,-126.8667303557538,46.49013093207597,0.8180658499484201,1.1317404026623537,0.3751503006012024,0,4125
